1.000000000000000000e+00 2.545542307396829291e-06
1.452525252525252597e+01 2.700754934937077147e-07
2.805050505050505194e+01 3.230048017152303514e-07
4.157575757575757791e+01 5.257240803092502489e-07
5.510101010101010388e+01 7.893080933590563492e-07
6.862626262626262985e+01 2.010423923652841236e-06
8.215151515151515582e+01 3.016528476519859910e-06
9.567676767676768179e+01 4.843558370195923021e-06
1.092020202020202078e+02 7.391573038880689287e-06
1.227272727272727337e+02 1.431991909374736725e-05
1.362525252525252597e+02 1.653404811735208064e-05
1.497777777777777715e+02 2.804836612891908643e-05
1.633030303030303116e+02 4.500979643309638203e-05
1.768282828282828518e+02 6.552878750137511830e-05
1.903535353535353636e+02 9.069588742992553613e-05
2.038787878787878753e+02 1.289792433286137546e-04
2.174040404040404155e+02 1.311573434836036116e-04
2.309292929292929557e+02 1.683047466771355740e-04
2.444545454545454675e+02 1.892732990251044301e-04
2.579797979797979792e+02 2.765106839628378574e-04
2.715050505050505194e+02 4.138709570563689900e-04
2.850303030303030596e+02 5.277134088812085889e-04
2.985555555555555429e+02 5.703464018959579235e-04
3.120808080808080831e+02 7.574341142784546182e-04
3.256060606060606233e+02 8.108850088857086965e-04
3.391313131313131635e+02 7.939431526727989616e-04
3.526565656565657036e+02 9.322223693354284718e-04
3.661818181818181870e+02 1.065452642124970536e-03
3.797070707070707272e+02 9.387765600588576873e-04
3.932323232323232673e+02 1.209038795330595389e-03
4.067575757575757507e+02 1.148063421750976755e-03
4.202828282828282909e+02 1.146772823174184094e-03
4.338080808080808310e+02 1.238518266081102114e-03
4.473333333333333712e+02 1.516856295313723148e-03
4.608585858585859114e+02 1.200149454533935411e-03
4.743838383838383947e+02 1.064305338212825133e-03
4.879090909090909349e+02 1.015677035582704738e-03
5.014343434343434751e+02 1.277811293578901648e-03
5.149595959595959584e+02 1.271068012084181293e-03
5.284848484848484986e+02 1.182064771058409861e-03
5.420101010101010388e+02 1.199131386859755150e-03
5.555353535353535790e+02 1.362533151577841831e-03
5.690606060606061192e+02 1.216496149749317184e-03
5.825858585858586594e+02 1.184849698458825904e-03
5.961111111111110858e+02 1.175527848993668332e-03
6.096363636363636260e+02 1.230112815441737791e-03
6.231616161616161662e+02 1.365628128613821657e-03
6.366868686868687064e+02 1.047142194314172430e-03
6.502121212121212466e+02 1.165442615265799070e-03
6.637373737373737868e+02 1.157938902194928640e-03
6.772626262626263269e+02 1.145138995863617670e-03
6.907878787878788671e+02 1.315740840569226125e-03
7.043131313131314073e+02 1.111148818045733320e-03
7.178383838383838338e+02 1.052772010152043481e-03
7.313636363636363740e+02 1.056172577574406891e-03
7.448888888888889142e+02 1.111421061622817983e-03
7.584141414141414543e+02 1.252152252146289174e-03
7.719393939393939945e+02 1.305581786772243378e-03
7.854646464646465347e+02 1.390367137671269342e-03
7.989898989898990749e+02 1.230108583834054825e-03
8.125151515151515014e+02 1.089947211877392332e-03
8.260404040404040416e+02 1.168785513552714553e-03
8.395656565656565817e+02 1.058098603009016789e-03
8.530909090909091219e+02 1.177232228702846219e-03
8.666161616161616621e+02 1.267713641875892888e-03
8.801414141414142023e+02 1.146918106543959011e-03
8.936666666666667425e+02 1.302522522667021176e-03
9.071919191919192826e+02 1.306005845124023120e-03
9.207171717171718228e+02 1.203649475168843720e-03
9.342424242424242493e+02 1.258715656426697164e-03
9.477676767676767895e+02 1.223731727625959956e-03
9.612929292929293297e+02 1.127907330625917311e-03
9.748181818181818699e+02 1.365450678943100349e-03
9.883434343434344100e+02 1.201064061023478973e-03
1.001868686868686950e+03 1.160886163901958708e-03
1.015393939393939490e+03 1.215335462697758042e-03
1.028919191919191917e+03 1.234726979062933817e-03
1.042444444444444571e+03 1.268411163139487917e-03
