1.000000000000000000e+00 8.400597878287256151e-09
2.119191919191919027e+01 4.042884797656216699e-09
4.138383838383838054e+01 2.370145703825156126e-09
6.157575757575757081e+01 1.764903244770482874e-09
8.176767676767676107e+01 1.489531866735088738e-09
1.019595959595959584e+02 1.359764189406442198e-09
1.221515151515151416e+02 1.309569524984694999e-09
1.423434343434343248e+02 1.312070565497653708e-09
1.625353535353535221e+02 1.357870661552642649e-09
1.827272727272727195e+02 1.440130086818380941e-09
2.029191919191919169e+02 1.626861057411569957e-09
2.231111111111110858e+02 1.263201307495208581e-09
2.433030303030302832e+02 1.284006465557438529e-09
2.634949494949494806e+02 1.454202023547225200e-09
2.836868686868686495e+02 1.551017017432877898e-09
3.038787878787878753e+02 1.756741546920064905e-09
3.240707070707070443e+02 2.030355160046214121e-09
3.442626262626262132e+02 2.338506151996574981e-09
3.644545454545454390e+02 2.724255360680151191e-09
3.846464646464646080e+02 3.207142609887921985e-09
4.048383838383838338e+02 3.822635448168533763e-09
4.250303030303030027e+02 4.538293805950442873e-09
4.452222222222221717e+02 5.399136524331540622e-09
4.654141414141413975e+02 6.452764083833614390e-09
4.856060606060605664e+02 7.764294982660954967e-09
5.057979797979797354e+02 9.380196560144140266e-09
5.259898989898989612e+02 1.141883764127785019e-08
5.461818181818181301e+02 1.382238980230267707e-08
5.663737373737372991e+02 1.679033079779203627e-08
5.865656565656564680e+02 2.072333065642612136e-08
6.067575757575757507e+02 2.448379576019049422e-08
6.269494949494949196e+02 3.072004200132134488e-08
6.471414141414140886e+02 3.778112819094621418e-08
6.673333333333332575e+02 4.654146379208318531e-08
6.875252525252524265e+02 5.756664201521956107e-08
7.077171717171717091e+02 7.295481315853970309e-08
7.279090909090908781e+02 8.715686893614777664e-08
7.481010101010100470e+02 1.080889446626035846e-07
7.682929292929292160e+02 1.338624503898584042e-07
7.884848484848483849e+02 1.655312016020198160e-07
8.086767676767676676e+02 2.057704665150326846e-07
8.288686868686868365e+02 2.560695775247186899e-07
8.490606060606060055e+02 3.190389436651387171e-07
8.692525252525251744e+02 3.974322944355785827e-07
8.894444444444443434e+02 4.958339413090800618e-07
9.096363636363635123e+02 6.196247580552759808e-07
9.298282828282827950e+02 7.735328865099206690e-07
9.500202020202019639e+02 9.633911182554419810e-07
9.702121212121211329e+02 1.202745771697176572e-06
9.904040404040403018e+02 1.507006032268868161e-06
1.010595959595959471e+03 1.906506076940001904e-06
1.030787878787878753e+03 2.360815872205542174e-06
1.050979797979797922e+03 2.999299243350110193e-06
1.071171717171717091e+03 3.731939405611743616e-06
1.091363636363636260e+03 4.659470402821222181e-06
1.111555555555555429e+03 5.883982806879853361e-06
1.131747474747474598e+03 7.375705033477572743e-06
1.151939393939393767e+03 9.287651170684257498e-06
1.172131313131312936e+03 1.169379098433687694e-05
1.192323232323232332e+03 1.481888766052532754e-05
1.212515151515151501e+03 1.858011308125045717e-05
1.232707070707070670e+03 2.343747237135539586e-05
1.252898989898989839e+03 2.939973484720936263e-05
1.273090909090909008e+03 3.935454431682174829e-05
1.293282828282828177e+03 4.901227772825922477e-05
1.313474747474747346e+03 6.159797565806620582e-05
1.333666666666666515e+03 7.541977129602302579e-05
1.353858585858585684e+03 9.511958443781752656e-05
1.374050505050504853e+03 1.202748430294535583e-04
1.394242424242424022e+03 1.506552068957344045e-04
1.414434343434343418e+03 1.953616866638387605e-04
1.434626262626262587e+03 2.436158590935697248e-04
1.454818181818181756e+03 3.081391353561758377e-04
1.475010101010100925e+03 3.971533686152179093e-04
1.495202020202020094e+03 5.176971666555588332e-04
1.515393939393939263e+03 6.542671127996767602e-04
1.535585858585858432e+03 8.018212017127238685e-04
1.555777777777777601e+03 9.612309595004695124e-04
1.575969696969696770e+03 1.292470269614917188e-03
1.596161616161615939e+03 1.635245538309435236e-03
